"COD","Società"
"PU003","CUS URBINO"
"PU005","ASD. ATL. FOSSOMBRONE"
"PU006","POL. MONTECCHIO 2000"
"PU007","G.P.D. FANO CORRE L.TONELLI"
"PU008","G.P. LUCREZIA"
"PU010","ATL.'BANCA DI PESARO'C.STORICO"
"PU013","G.S. AVIS AIDO URBINO"
"PU016","ATL. URBANIA"
"PU017","RUNNING CLUB FOSSOMBRONE"
"PU020","ATLETICA ALMA JUVENTUS FANO"
"PU021","COLLEMAR-ATHON  CLUB"
"PU022","ASD CALCINELLI RUN"
"PU023","PESARO GYMNASIUM"
"PU024","ATLETICA MARCHE NORD"
"PU025","OSTERIA DEI PODISTI"
"PU026","ATL URBINO C5 1999"
"PU027","PESARO ATHLETIC FIELD"
"PU029","ASD MAROTTA MONDOLFO RUN"
"PU031","A.S.D.  GABBIANO"
"PU032","CARAFFA SPORT A.S.D."
"PV060","A.S.D JUNIOR CLUB"
"PV108","C.U.S. PAVIA"
"PV110","ATL.  CENTO TORRI PAVIA"
"PV155","100 TORRI & VIGEVANO ATL.YOUNG"
"PV245","ATL. IRIENSE VOGHERA"
"PV252","G.S. SAN MARTINO"
"PV358","G.P. AVIS PAVIA"
"PV410","ATLETICA VIGEVANO"
"PV412","LA PODISTICA ROBBIESE"
"PV414","U.S. SCALO VOGHERA"
"PV421","ATL. CASORATE PRIMO"
"PV475","G.P. AVIS VIGEVANO-GRAVELLONA"
"PV573","A.S.D.  CANOTTIERI TICINO"
"PV599","ATL. PAVESE"
"PV619","ASD TEMPODISPORT CLUB"
"PV628","RUNNING OLTREPO'"
"PV720","A.S. AMP A.S.D."
"PV724","POL. D. U. S. CASSOLESE"
"PV725","ASD TRIATHLON PAVESE"
"PV823","A.S.D. RUN8 TEAM"
"PV837","A.S.D. ESCAPE TEAM VIGEVANO"
"PV847","BUCCELLA RUNNERS VIGEVANO"
"PV848","ASD MARCIATORI LANDRIANO AVIS"
"PV850","ASD GP GARLASCHESE"
"PV926","RUN 4 PEOPLE"
"PV947","GRUPPO PODISTI CIARLASCHI"
"PZ033","G.S. AVIS LAGONEGRO"
"PZ034","CLUB ATLETICO LAURIA"
"PZ035","CLUB ATLETICO LAURIA"
"PZ036","NUOVA ATLETICA POTENZA"
"PZ037","CLUB ATLETICO POTENZA"
"PZ053","PODISTICA AMATORI POTENZA"
"PZ112","ATLETICA PALAZZO"
"PZ113","ATLETICA CORREREPOLLINO"
"PZ114","A.S.D. TECHNOFITNESS VENOSA"
"PZ115","SPORT TEAM VENOSA"
"PZ116","NUOVA ATLETICA POTENZA"
"PZ528","ATLETICA AMATORI LAURIA"
"PZ543","ASD METALFER POD. BRIENZA 2000"
"PZ550","A.S.D. ATLETICA VENOSA"
"PZ562","OLIMPIA POTENZA"
"PZ565","BRAMEA VULTUR RUNNERS"
"PZ567","EOS"
"PZ570","TRIATHLON BASILICATA ASD"
"PZ571","RUNNING TEAM TRAMUTOLA"
"PZ573","A.S.D. SPORT360"
"RA002","G.P.A. LUGHESINA"
"RA003","ATL. MAMELI RAVENNA"
"RA036","G.P. CERVESE"
"RA082","G.S. LAMONE A.S.D."
"RA093","ATLETICA LUGO"
"RA094","ATLETICA 85 FAENZA"
"RA095","ATLETICA RAVENNA SSD A RL"
"RA096","POL. ATLETICA CASTIGLIONE ASD"
"RA102","ATLETICA  MASSALOMBARDA"
"RA103","ACADEMY MERCURIO ATLETICA"
"RA104","POL. VITA CREDITO COOPERATVO"
"RA447","G.P. CERVESE - PISTA ATLETICA"
"RA477","ASD TOSCO-ROMAGNOLA"
"RA510","RAVENNA RUNNERS CLUB ASD"
"RA517","ATLETICA CERVIA A.S.D."
"RA531","DOMANI ARRIVA SEMPRE"
"RA551","LEOPODISTICA"
"RA562","ACADEMY RAVENNA ATHLETICS"
"RA566","LIFERUNNER SSDARL"
"RA570","POL. DIL. SANTA LUCIA"
"RA582","A.S.D. PODISTI COTIGNOLA"
"RC021","ATL.CITTANOVA"
"RC026","GRUPPO ATLETICO REGGINO"
"RC030","AICS ATLETICA STADIO"
"RC031","AICS ATLETICA CORTESE"
"RC032","NUOVA ATLETICA FIAMMA ARANCA"
"RC033","ATL.MINNITI"
"RC059","ATLETICA BROTHERS"
"RC147","ADAMO ATHLETIC CLUB"
"RC153","ATL.GIOIA TAURO"
"RC162","G.S. ENZO SARDO"
"RC169","ASI G.S. ASCHENEZ"
"RC193","POL.CLUB GINNICA"
"RC194","GRUPPO ATLETICO 'R. VALLE'"
"RC195","CLUB SPORTIVO S.BARBARA"
"RC199","ATL.REGGIO SUD"
"RC200","NUOVA ATLETICA GALLINA"
"RC207","ATL.AMATORI REGGIO CAL."
"RC233","ATLETICA BRUZZANO"
"RC262","ASI VIS REGGIO"
"RC282","DIBI CENTER"
"RC295","ATL. AURORA GIOIA TAURO"
"RC313","ASD ICARO RC"
"RC314","ATLETICA REGGINA"
"RC325","AS ATLETICA SAGITTARIUS"
"RC328","NUOVA ATLETICA COSTA TIRRENICA"
"RC329","ASI STELLE DEL SUD"
"RC332","ATLETICA OLYMPUS"
"RC346","BRAMATLETICA REGGINA"
"RC348","ATLETICA SCIUTO"
"RC357","PODISTILOCRI"
"RC359","ASD SCUOLA MEDIA MINNITI PALMI"
"RC366","ATLETICA BARBAS"
"RC368","ASD RUNNING PALMI"
"RC376","ZAGARA ASSOCIAZIONE SPORTIVA D"
"RC378","CORRI CON NOI PALMI"
"RC379","A.S.D. RUNNING BAGNARA"
"RC381","ATLETICA SIDERNO ASD"
"RC401","IONICA RUNNING ASD"
"RC408","A.S.D. SPORTING CLUB"
"RC409","ULIMP ASD"
"RC412","ASD CORRERE E VITA"
"RC421","ASD CALABRIA FITWALKING"
"RE105","G.S.SELF ATL. MONTANARI GRUZZA"
"RE106","CALCESTRUZZI CORRADINI EXCELS."
"RE107","ATLETICA GUASTALLA REGGIOLO"
"RE108","POL. ARCETO"
"RE111","MARATHON 63 VEZZANO ATL."
"RE113","A.A. GUASTALLA SINTOFARM"
"RE128","ATL. REGGIO ASD"
"RE129","ATLETICA REGGIO"
"RE187","ASS. POL. SCANDIANESE"
"RE289","JOGGING TEAM PATERLINI"
"RE346","ATL. CASTELNOVO MONTI"
"RE349","ATLETICA MONTECCHIO"
"RE362","POD. BIASOLA"
"RE392","SAMPOLESE BASKET/VOLLEY/ATL."
"RE403","DELTA ATL. SASSUOLO"
"RE470","PODISTICA CORREGGIO"
"RE483","TRICOLORE SPORT MARATHON ASD"
"RE485","VIVI'N SPORT ATLETICA"
"RE513","POLISPORTIVA L'ARENA"
"RE514","POLISPORTIVA RUBIERA"
"RE555","ASD SPORTINSIEME CASTELLARANO"
"RE609","ASD GENTE IN MOVIMENTO"
"RE624","POLISPORTIVA BORZANESE A.S.D."
"RG119","A.S. DIL. ATLETICA PADUA RG"
"RG161","POL. DILETT.  UISP"
"RG165","A.S.D. ATLETICA PETRULLI"
"RG188","ASS. POL. LIB. FOLGORE DIL."
"RG190","A.S.D.ATL.STUDENTESCA VITTORIA"
"RG262","ASD NO AL DOPING RAGUSA"
"RG298","A.S.D. TRY SPORT"
"RG326","A.S.D.POL. UISP SANTA CROCE"
"RG337","A.S.D. ATLETICA 2005 VITTORIA"
"RG402","A.S. DIL. ATL. LIBERTAS SCICLI"
"RG415","A.S.D. CULTURALE PEPPE GRECO"
"RG428","ASD ISPICA RUNNING"
"RG429","A.S. DIL. MODIPA ATHLETIC CLUB"
"RG444","A.S.D. RUNNING MODICA"
"RG456","A.S.D. ATL.TRE COLLI SCICLI"
"RG488","ASD ATLETICA IBLEA 2012"
"RG589","A.S.D. SCICLI RUNNING"
"RG614","A.S.D. POL. ATLETICA VITTORIA"
"RG743","ASD VITTORIATLETICA"
"RG747","A.S.D. ATHLON KAMARINA"
"RG773","RUNNING EMOTION A.S.D."
"RG785","A.S.D. BAROCCO RUNNING RAGUSA"
"RG787","A.P.D. ULTRARUNNING RAGUSA"
"RG790","ASD ILCASTELLO CITTA DI MODICA"
"RI221","OLIMPIA CA.RI.RI"
"RI223","ATL.STUD. RIETI ANDREA MILARDI"
"RI224","G.S. FORESTALE"
"RI227","ASD U.I.S.P. ATLETICA SABINIA"
"RI228","SABINA MARATHON CLUB"
"RI239","FARATLETICA"
"RI240","ATLETICA ORO"
"RM002","G.S. FIAMME AZZURRE"
"RM004","ROMA ROAD RUNNERS CLUB ASD"
"RM005","ATL. SABATINA"
"RM006","ATL. ALIV ROMA"
"RM009","G.S.D. LITAL"
"RM011","C.A.S. ACILIA"
"RM014","A.S.D. LIBERATLETICA"
"RM015","URBE JUNIOR 1952"
"RM017","ATL. MONTE MARIO"
"RM019","POLISPORTIVA G. CASTELLO"
"RM020","POL. AIRONE"
"RM024","ATL. VICOVARO"
"RM025","ATLETICA DEL PARCO"
"RM026","LEPROTTI DI VILLA ADA"
"RM027","LIB. ROMA XV CIRC.NE"
"RM029","ATLETICA ENI"
"RM032","A.S.D. VILLA DE SANCTIS"
"RM034","AICS MARATHON ROMA"
"RM035","CIRC.CANOTTIERI TEVERE REMO"
"RM038","A.S.D. LYCEUM ROMA XIII"
"RM040","A.S. VALLOMBROSA ROMA 19"
"RM041","GSBR"
"RM042","CUS ROMA"
"RM044","ACSI PALATINO CAMPIDOGLIO"
"RM045","G.S.D. K42 ROMA"
"RM046","ASD ACSI ATLETICA CAMPIDOGLIO"
"RM049","G.S. MEO PATACCA"
"RM050","S.S. LAZIO ATLETICA LEGGERA"
"RM051","CIRCOLO CANOTTIERI ROMA"
"RM052","C.S. ESERCITO"
"RM053","C.S. AERONAUTICA MILITARE"
"RM054","CLUB ATLETICO CENTRALE ASD"
"RM056","G.A. FIAMME GIALLE"
"RM057","FIAMME GIALLE G. SIMONI"
"RM058","POL. ROMA XIII"
"RM063","FASHION SPORTING TEAM ROMA"
"RM068","TIRRENO ATLETICA CIVITAVECCHIA"
"RM069","A.S.D. PODISTICA SOLIDARIETA'"
"RM070","VILLA FLAMINIA SPORT SRL"
"RM071","A.S.D. KRONOS ROMA"
"RM072","S.S. ATLETICA 78"
"RM073","POL. UNIVERSITA' FORO ITALICO"
"RM074","RIFONDAZIONE PODISTICA"
"RM082","ASD ATLETICO MONTEROTONDO"
"RM094","ITALIA MARATHON CLUB SSDRL"
"RM096","POL. STELLA POLARE"
"RM099","ATL.VILLA GORDIANI-G.CASTELLO"
"RM103","A.S.D. TRA LE RIGHE"
"RM105","ATL. COLOSSEO 2000"
"RM106","GIOVANNI SCAVO 2000 ATL."
"RM108","2 PLAYIT"
"RM113","ASD NISSOLINO ATL. AREA ROMA"
"RM115","ASD ATLETICA LA SBARRA ROMA"
"RM120","POLISPORTIVA DECATHLON ASSI"
"RM125","A.S.D. MEDITERRANEA"
"RM129","DUE PONTI SSD A R.L."
"RM131","A.S.D. ACSI FUTURATLETICA"
"RM133","C.S. VINCENZO PACIFICI"
"RM141","A.S. AMATORI VILLA PAMPHILI"
"RM143","G.S. VV.F. ROMA SEZ. PODISMO"
"RM146","STATO MAGGIORE ESERCITO DAR"
"RM147","ATLETICA TIBURTINA"
"RM158","RETI RUNNERS FOOTWORKS"
"RM159","AS.TRA. ROMA"
"RM161","ATL. ROMA ACQUACETOSA"
"RM162","ATLETICAT"
"RM165","U.S. ROMA 83"
"RM166","CIRCOLO VILLA SPADA G.DI F."
"RM173","LBM SPORT TEAM"
"RM175","A.S. MINERVA ROMA ATLETICA"
"RM176","RUNNING CLUB MARATONA DI ROMA"
"RM178","G.S. POD. PRENESTE"
"RM179","PODISTICA OSTIA"
"RM183","ASD LAZIO OLIMPIA RUNNERS TEAM"
"RM185","O.S.O. OLD STARS OSO"
"RM186","ATLETICA FIANO ROMANO"
"RM187","ASD PODISTICA 2007 TORTRETESTE"
"RM188","MARATHON ROMA CASTELFUSANO"
"RM189","G.S. CAT SPORT ROMA"
"RM192","A.S.D. VILLA ADA"
"RM195","RUNNING CLUB FUTURA"
"RM196","A.S.D.  ATL. VILLA GUGLIELMI"
"RM199","R.S. ATLETICA 2004"
"RM206","A.S.D. SPORT E NATURA"
"RM208","CIRCOLO CANOTTIERI ANIENE"
"RM210","C. MAGISTRATI CORTE DEI CONTI"
"RM212","OLIMPIA 2004"
"RM217","A.S.D. ATLETICA ASI ROMA"
"RM218","AL SPORT & GIOVANI ASD"
"RM223","ATLETICA ASGARD"
"RM228","PGS BORGO DON BOSCO"
"RM232","ASD ROMATLETICA"
"RM237","ATLETICA DEI GELSI"
"RM240","VILLA ADA GREEN RUNNER"
"RM241","CORSA DEI SANTI"
"RM242","PODISTICA ERETUM"
"RM243","SPORT RACE S.S.D. A R.L."
"RM244","ATLETICA PEGASO"
"RM245","A.S.D. ESERCITO CECCHIGNOLA"
"RM246","A.S.D. ATL.RUN BOYS OSTIA"
"RM249","A.S.D. PONTE DI NONA"
"RM250","GRUPPO MILLEPIEDI"
"RM253","TORRINO TRIATHLON TEAM"
"RM254","CIRCOLO DEL TENNIS FORO ITALIC"
"RM255","TIVOLI MARATHON"
"RM257","A.S.D U.S. ACLI 3 MILLENNIO"
"RM259","FARTLEK OSTIA"
"RM262","FASHIONSPORT"
"RM263","1/2 MARATONA A STAFFETTA"
"RM264","ASD ROMA DI ATLETICA LEGGERA"
"RM266","A.S.D. GSBR YOUNG TEAM"
"RM267","CALCATERRA SPORT ASD"
"RM269","A.S.D. MAGIC TRAINING"
"RM270","PFIZER ITALIA RUNNING TEAM"
"RM271","HERCULES ASD"
"RM272","A.S.D. OLIMPIAEUR CAMP"
"RM273","A.S.D. SMACLIBERTY"
"RM274","ORIZZONTE SPORT 2012"
"RM275","ATLETICA INPS"
"RM276","ATLETICOM ASD"
"RM278","ASD ATLETICA SANTA MARINELLA"
"RM280","ASD PGS SANTA GEMMA"
"RM281","SSD RUNNER TRAINER A R.L."
"RM282","ASD GUIDA SICURA"
"RM283","A.S.D. RUN"
"RM285","U.S. STANDARD TOR VERGATA"
"RM289","VIRTUS VILLA ADA FASHION SPORT"
"RM291","A.S.D. ATHLION ROMA"
"RM293","JUVENIA SSD A.R.L."
"RM294","FORHANS TEAM"
"RM295","PODISTICA MARE DI ROMA"
"RM297","PLANET SPORT RUNNING"
"RM298","ASD VITAMINA RUNNING TEAM"
"RM299","FORUM SPORT CENTER SSD SRL"
"RM301","VALORE SALUTE, FORTI E VELOCI"
"RM303","A.S.D. IL CAMPANILE"
"RM304","A.S.D. MOS MAIORUM"
"RM308","A.S.D. TIBUR RUNNERS"
"RM310","A.S.D. EASY SPEED NOVA"
"RM311","PUROSANGUE ATHLETICS CLUB"
"RM312","ASD CIRCOLO MIN. AFFARI ESTERI"
"RM313","NRFISIOATLETICA ASS. DIL."
"RM315","ASD RUNNERS FOR EMERGENCY"
"RM317","LET'S MOVE RUNNING"
"RM320","IPPOLIFE S.S.D. A R.L."
"RM321","GRUPPO MILLEPIEDI"
"RM323","HERCULES ATLETICA SPRINT ASD"
"RM325","A.S.D. JUST RUN"
"RM326","A.S.D. TECNO-SPORT"
"RM327","ASD PIANO MA ARRIVIAMO"
"RM328","CARACALLA ATLETICA A.S.D."
"RM331","A.S.D. BOOM BAR OSTIA RUNNER"
"RM332","A.S.D. RINCORRO"
"RM333","LUISS SSD A R.L."
"RM334","A.S.D. PODISTICA VEIO"
"RM335","A.S.D. RIONE GARBATELLA"
"RM337","TIBURTINA RUNNING ROMA A.S.D."
"RM338","TEAM CAMELOT A.S.D."
"RM340","ISOLA SACRA A.S.C.D."
"RM341","ASD SEMPRE DI CORSA TEAM"
"RM342","ATLETICA TIVOLI"
"RM344","LADISPOLI PROFESSIONE CICLISMO"
"RM345","OLGIATA 20.12 S.S.D.R.L."
"RM346","P.G.S. FOLGORE"
"RM348","ASDRC LA BIGLIA"
"RM349","ASD WAR - WIN ALL RACES"
"RM352","A.S.D. CAFFARELLA RUNNERS"
"RM354","ASD CIRCOLO TENNIS EUR"
"RM355","A.S.D. GO RUNNING"
"RM357","CINECITTA' PROSPORT SSD A R.L."
"RM358","ASD ATLETICA FENIX"
"RM361","ATLETICA LEGGERA MENTANA ASD"
"RM362","A.S.D. ATLETICA TOR TRE TESTE"
"RM363","SSD NISSOLINO SPORT SRL ASU"
"RM364","ASD MONTI AVENTINO"
"RM365","CSAIN VELOCEMENTE ACADEMY"
"RM367","A.S.D. P. ASTRA ATLETICA"
"RM368","A.S.D. PI8 RUNNING"
"RM369","X-SOLID SPORT LAB ASD"
"RM370","ITALIANA RUNNING A.S.D."
"RM371","ASD OSTIA TRACK 'N FIELD"
"RM372","ASD TALENTI RUNNING TEAM ROMA"
"RM375","A.S.D. VEGAN POWER TEAM"
"RM377","A.S.D. PODISTICA PRIMAVALLE"
"RM385","RUN & SMILE ASD"
"RM390","ATHLETICA VATICANA A.S.D."
"RM391","POL. BTF SPORTING CLUB"
"RM399","SPORT TEAM TRIGORIA ASD"
"RM401","OUTDOOR TRAINING SPORT E BENES"
"RM402","ROMA TRE SPORT A.S.D.C."
"RM404","A.O.C. TEAM STADIO PAOLO ROSI"
"RM405","6 IN MOVIMENTO A.S.D."
"RM407","ETRUSCA ASD"
"RM408","AMO E CORRO ASD"
"RM409","ASD ELITE ATHLETES"
"RM411","ASD VISION SPORT"
"RM414","A.S.D. FORTYRUNNERS"
"RM415","ASD FORRESTEAM"
"RM416","ASD NISSOLINO OSTIA ATLETICA"
"RM418","ASD ATLETICA PARIOLI"
"RM424","ASD VISION PERFORMANCE"
"RM444","ANTARES ATLETICA"
"RM517","CRAZY RUNNERS CLUB"
"RM555","A.S.D. ATLETICA FUTURA ROMA"
"RM557","VILLA AURELIA SPORTING CLUB"
"RM600","A.S.D. ATL. ENERGIA ROMA"
"RM619","CRAL POLIGRAFICO DELLO STATO"
"RM666","PIANO MA ARRIVIAMO SSD A RL"
"RN029","A.R.C.U.S."
"RN035","RICCIONE SESSANTADUE"
"RN036","ATL. LIB. RIMINI"
"RN037","G.S. ATLETICA 75 CATTOLICA"
"RN045","POL. ATL. ADOLFO CONSOLINI"
"RN273","ATL. RIMINI NORD SANTARCANGELO"
"RN333","GOLDEN CLUB RIMINI INTERNAT."
"RN357","OLIMPIA AMATORI RIMINI"
"RN413","RICCIONE PODISMO"
"RN466","ATHLETIC RIMINI ASD"
"RN471","ATLETICA SANTAMONICA MISANO"
"RN503","A.S.D. DINAMO RUNNING"
"RN518","RIMINI MARATHON"
"RN521","OLIMPIA NUOVA RUNNING A.S.D."
"RN549","A.S.D. TEAM MISANO"
"RN552","NUOVA POLISPORT. A. CONSOLINI"
"RN558","ATLETIC TEAM TAVERNA ASD"
"RN576","ASD MIRAMARE RUNNER"
"RN593","MACIANO TEAM RUNNERS A.S.D."
"RO281","CONFINDUSTRIA ATL. ROVIGO"
"RO286","PODISTI ADRIA"
"RO292","ASD GR.POD. AVIS TAGLIO DI PO"
"RO295","UNI SPORT"
"RO297","SALCUS"
"RO298","RHODIGIUM TEAM A.S.D."
"RO310","ROVIGO HALF MARATHON A.S.D."
"RO311","RUN IT"
"RO312","ROVIGOHM"
"RO313","DISCOBOLO ATLETICA ROVIGO ASD"
"RO314","ASD GRUPPO PODISTI PORTO TOLLE"
"RO315","ASD RUN IT"
"RS001","ATL. TUSCULUM"
"RS002","ATL. NETTUNO"
"RS003","ATL. OLD DEVILS"
"RS007","ATL. VALMONTONE"
"RS009","POLISPORTIVA ROCCA PRIORA"
"RS010","LIB.ATL. CASTELGANDOLFO-ALBANO"
"RS012","COLLEFERRO ATLETICA"
"RS013","ATL. COLLEFERRO SEGNI"
"RS019","PODISTI VALMONTONE"
"RS020","AMICI PARCO CASTELLI ROMANI"
"RS022","ATLETICA CECCHINA AL.PA. ASD"
"RS024","A.S.D. RUNNERS CIAMPINO"
"RS025","ATL. GENAZZANO"
"RS026","ATLETICA ALBANO"
"RS027","A.S.D. MES COLLEFERRO"
"RS028","POL. NUOVA ANTIUM"
"RS030","A.S.D. ATLETICA FRASCATI"
"RS031","ASD SPARTAN SPORT ACADEMY"
"RS033","A.S.D. RUNNING EVOLUTION"
"RS035","ATL. ANZIO"
"RS036","ASD RUNNERS TEAM COLLEFERRO"
"RS038","GSD LIB.ATL. SAN CESAREO"
"RS040","THESEI VIRTUS"
"RS041","PODISTICA ROCCA DI PAPA"
"RS042","A.S.D. RUN FOR FUN"
"RS043","FILIPPIDE RUNNERS TEAM ASD"
"RS045","LUDUS ATLETICA LIB VALM. ZAGA."
"RS047","A.S.D. ATLETICA CAVE"
"RS048","TOP RUNNERS CASTELLI ROMANI"
"RS049","BIANCO MODA SPORT CIAMPINO ASD"
"RS050","A.S.D. OLIMPIA ATLETICA"
"RS052","A.S.D. ATLETICA ZAGAROLO"
"RS053","OLIBANUM OVERRUNNERS ASD"
"RS060","ASD CIR. RICR. LIB. VALMONTONE"
"RS064","A.S. ROMA G.CASTELLO"
"RS066","ASD PALESTRINA RUNNING"
"RS067","A.S.D. ATL. POMEZIA"
"RS068","ATL. LIB. CASTELLI ROMANI"
"RS070","A.S.D. FREE RUNNERS"
"RS075","POL. LIB. LANUVIO"
"RS080","G.S. LIB. SAN CESAREO"
"RS082","ATLETICA LANUVIUM NEPTUNIA ASD"
"RS084","ASD AREA ATLETICA SAN CESAREO"
"RS085","PODISTICA CIAMPINO"
"RS088","A.S.D. ATLETICA NEPTUNIA"
"RS090","A.S.D. RUNNER'S ACADEMY"
"RS095","PODISTICA POMEZIA A.S.D."
"RS100","AD MAIORA FRASCATI"
"RS152","ASD GIOVANNI SCAVO"
"RS190","A.S. ATL. ROCCA DI PAPA"
"RS195","RCF ROMA SUD"
"RS201","POLIS. ANZIO ATLETICA ASD"
"RS521","ASD NISSOLINO ATL. VELLETRI"
"SA020","A.S.D. ATLETICA ERMES"
"SA028","A.S.D. FREE RUNNER"
"SA031","A.S.D. US ACLI ATL. SCAFATI"
"SA041","A.S.D.POLISPORTIVA FOLGORE"
"SA060","ASD CS SCOLASTICO M.GALDI 1999"
"SA111","ASD ATLETICA CASTELLABATE"
"SA126","ASD ATLETICA VIS NOVA"
"SA127","IDEATLETICA AURORA"
"SA128","A.S.D. ATL. AGROPOLI"
"SA129","ASD SS SALVATORE"
"SA130","ATL. EBOLITANA VALLE DEL SELE"
"SA131","POL. CITTA' MERCATO S.SEVERINO"
"SA138","A.S.D. CARMAX CAMALDOLESE"
"SA146","ASDATL. ISAURA VALLE DELL'IRNO"
"SA154","A.S.D. ATL. LIB. AGROPOLI"
"SA155","A.S.D. ATL. SPORTING CALORE"
"SA200","A.S.D. ATL. VALLO DI DIANO"
"SA257","ASD CSU IDEATLETICA AURORA F"
"SA265","A.S.D. C.U.S. SALERNO"
"SA298","ASD ATL. DELTA EBOLI"
"SA530","ASD POD.CAVA PIC.COSTA AMALFI"
"SA600","A.S.D. SALERNO  RUNNING  CLUB"
"SA601","CILENTO RUN"
"SA604","APD ATL. SCAFATI ANTONIANA RUN"
"SA606","ATLETICA MAGNA GRAECIA"
"SA607","'3C CILENTO RUNNING ACADEMY'"
"SA608","ASD 'NOCERA RUNNERS FOLGORE'"
"SA609","AGROPOLI RUNNING"
"SA610","A.S.D. ATLETICA SALERNO"
"SA611","A.S.D. PODISTICA POLLESE"
"SA612","ASD PODISTICA SELE"
"SA614","42KAPPA RUNNING TEAM SALERNO"
"SA630","ASD SELE MARATHON EBOLI"
"SA636","ASD MANNARA RUNNING"
"SA642","SALERNO MARATHON"
"SA645","ASD DONATELLA EBOLI ATLETICA"
"SA646","ASD MOVICOAST SPORT E TURISMO"
"SA650","A.S.D. ATLETICA KALIKA"
"SA651","CIRCOLO CANOTTIERI IRNO ASD"
"SA686","A.S.D. ATOM ATHLETIC"
"SI043","UISP ATLETICA SIENA"
"SI047","POL.OLIMPIA COLLE VAL D'ELSA"
"SI048","U.POL.POGGIBONSESE"
"SI082","APD SAN GIMIGNANO SEZ.ATLETICA"
"SI165","ATLETICA SINALUNGA"
"SI203","LIBERTAS ATL.VALDELSA"
"SI344","ASD ATLETICA VALDORCIA 2003"
"SI361","ATLETICA 2005"
"SI376","IL GREGGE RIBELLE"
"SI377","UISP ABBADIA SAN SALVATORE"
"SI389","S.S.D.S. MENS SANA 1871"
"SI452","UNIONE POLISPORTIVA POLIZIANA"
"SI459","ASD POL. CHIANCIANO"
"SI469","''LA CHIANINA''"
"SI492","G.S. VALDELSA RUNNERS A.S.D."
"SI508","ASD LUCIGNOLO RUNNERS"
"SM118","C.A. TRACK & FIELD SAN MARINO"
"SM231","G.P.A. SAN MARINO"
"SM278","OLIMPUS SAN MARINO ATLETICA"
"SM539","C.A. TRACK & FIELD SAN MARINO"
"SM603","SAN MARINO ATHLETICS ACADEMY"
"SO027","MERA ATHLETIC CLUB"
"SO028","GRUPPO SPORTIVO CSI TIRANO"
"SO111","G.P. SANTI NUOVA OLONIO"
"SO112","A.D.M. PONTE IN VALTELLINA"
"SO114","G.S. C.S.I. MORBEGNO"
"SO115","ATL. ALTA VALTELLINA"
"SO219","G.P. VALCHIAVENNA"
"SO255","POL. ALBOSAGGIA"
"SO267","G.S. VALGEROLA CIAPPARELLI"
"SO346","G.P. TALAMONA"
"SO391","G.S. CHIURO"
"SO400","A.S. LANZADA"
"SO408","POL. PENTACOM"
"SO416","2002 POLIS COLORINA SONDRIO"
"SO455","MARATHON C.-ALTA QUOTA LIVIGNO"
"SO522","ATL. VALLI DEL BITTO"
"SO532","U.S. BORMIESE ATL."
"SO533","VETRERIA FANONI SONDRIO"
"SO583","G.P. 'RUPE MAGNA'"
"SO585","CENTRO OLIMPIA PIATEDA"
"SO644","PT SKYRUNNING"
"SO651","G.S.D. CASTIONETTO"
"SO679","ASD CASTELRAIDER"
"SO794","AMICI MADONNA NEVE LAGUNC"
"SO890","TEAM VALTELLINA"
"SO905","SPORTING CLUB LIVIGNO"
"SP010","L'ECOLE S.S.D. S.R.L."
"SP020","POLISPORTIVA MADONNETTA"
"SP030","A.S.D. GOLFO DEI POETI ARCIGNI"
"SP040","PRO AVIS CASTELNUOVO MAGRA"
"SP042","A.S. ATLETICA SARZANA"
"SP044","A.S. SPORTING CLUB"
"SP046","C.S. MARINA MILITARE ATL."
"SP047","GINNASTICA LEVANTO 1907 SSDARL"
"SP049","A.S. OLIMPIA CARISPE"
"SP060","RUNNING STATION TEAM ASD"
"SP136","ATLETICA FAVARO ASD"
"SP234","SPEZIA MARATHON DLF"
"SP300","SPORT CLUB INN"
"SP573","ASD ATLETICA SPEZIA DUFERCO"
"SR100","A.S.D. TRINACRIA SPORT"
"SR121","A.S.D. PIETRO GUARINO ROSOL."
"SR128","A.S. DIL. MILONE"
"SR129","A.S.D. LIBERTAS ATHLON SR"
"SR130","A.S.DIL. ATLETICA SIRACUSA"
"SR131","A.S.D. ATL. SCUOLA LENTINI"
"SR135","A.S. DIL. FEMMINILE DIANA SR"
"SR136","A.S. DIL. SELENE SIRACUSA"
"SR137","A.S. DIL. VIRTUS ATL.SIRACUSA"
"SR140","A.S.D. LIBERTAS SOLARINO"
"SR141","A.S.D. LIBERTAS ORION"
"SR176","A.S.D. LIBERTAS MARTE"
"SR248","SIRACUSATLETICA"
"SR250","A.S.D. LIBERTAS JOLLY SPORTS"
"SR265","A.S.D. FREECYCLES CREW"
"SR275","A.S.D. ATLETICA PRIOLO"
"SR334","A.S.D. LIBERTAS TRINACRIA"
"SR340","A.S.D. LIBERTAS AZZURRA"
"SR346","POL. DILETT. AICS SOLARINO"
"SR400","A.S.D. ATLETICA PALAZZOLO"
"SR419","A.S.D. ATL. LENTINI"
"SR432","A.S. DIL. ATL.AUGUSTA CLUB S."
"SR506","A.S.D. ORTIGIA MARCIA"
"SR522","A.S.D. PODISTICA AMATORI SR"
"SR586","A.S.D. MARATHON ATHLETIC AVOLA"
"SR630","A.S.D. FLORIDIA RUNNING"
