,punti TOT,100Hs_h84-8.50,100Hs_h84-8.50 p,lungo,lungo p,200m,200m p,atleta,link_atleta
506,2039.0,16.01,713.0,5.09,584.0,26.64,742.0,ISCHIA Giulia,https://www.fidal.it/atleta/ISCHIA-Giulia/d6iRkpugb2c%3D
507,2036.0,14.59,897.0,4.13,338.0,25.96,801.0,BARLASSINA Anna,https://www.fidal.it/atleta/BARLASSINA-Anna/eaqRkpqlcGw%3D
508,2036.0,15.41,788.0,5.03,567.0,27.38,681.0,MORETTI Serena,https://www.fidal.it/atleta/MORETTI-Serena/drKRkpmhcWs%3D
509,2034.0,15.36,795.0,5.06,576.0,27.6,663.0,ACQUADRO PACERA Giulia,https://www.fidal.it/atleta/ACQUADRO-PACERA-Giulia/dKAAARlJOmaWo%3D
510,2034.0,15.6,764.0,4.56,443.0,25.66,827.0,MAIONE Federica,https://www.fidal.it/atleta/MAIONE-Federica/gKyRkpSoamw%3D
511,2033.0,16.64,638.0,4.93,540.0,25.35,855.0,CERIBELLI Giulia,https://www.fidal.it/atleta/CERIBELLI-Giulia/f6iRlpmjbWc%3D
512,2032.0,15.25,809.0,5.05,573.0,27.76,650.0,BIAVATI Silvia,https://www.fidal.it/atleta/BIAVATI-Silvia/eqiRkpagaGw%3D
513,2032.0,16.31,677.0,5.22,620.0,26.72,735.0,PATRIARCA Cora,https://www.fidal.it/atleta/PATRIARCA-Cora/dKAAARkpqgcWY%3D
514,2031.0,15.37,793.0,5.11,589.0,27.77,649.0,MARINI Elisa,https://www.fidal.it/atleta/MARINI-Elisa/eKAAARkpWmbmo%3D
515,2031.0,15.78,741.0,4.9,532.0,26.45,758.0,ROTA Elena,https://www.fidal.it/atleta/ROTA-Elena/dqmRmJafaWg%3D
516,2030.0,16.3,678.0,5.51,703.0,27.77,649.0,CAPORALINI Genny,https://www.fidal.it/atleta/CAPORALINI-Genny/e6uRkpKjb2c%3D
517,2030.0,17.13,582.0,5.72,765.0,27.35,683.0,DEL MORO Silvia,https://www.fidal.it/atleta/DEL-MORO-Silvia/e6iRkpmmcWc%3D
518,2029.0,16.26,683.0,5.01,562.0,26.15,784.0,LUCHETTI Greta,https://www.fidal.it/atleta/LUCHETTI-Greta/e6mRkpSfaWk%3D
519,2028.0,17.44,548.0,5.6,729.0,26.53,751.0,ABOLIS Micol,https://www.fidal.it/atleta/ABOLIS-Micol/d6iRk5OfaWQ%3D
520,2028.0,15.53,773.0,5.23,623.0,27.99,632.0,VACCARI Chiara,https://www.fidal.it/atleta/VACCARI-Chiara/eqiRlJOmamM%3D
521,2027.0,15.93,723.0,5.14,598.0,27.07,706.0,BELLEGONI Jennifer,https://www.fidal.it/atleta/BELLEGONI-Jennifer/daiUlpWlb2Y%3D
522,2026.0,15.58,767.0,5.09,584.0,27.45,675.0,BUZZI Beatrice,https://www.fidal.it/atleta/BUZZI-Beatrice/dKuRk5embWo%3D
523,2026.0,17.09,586.0,5.5,700.0,26.67,740.0,GOFFI Alessia,https://www.fidal.it/atleta/GOFFI-Alessia/iaiRk5WlbGU%3D
524,2024.0,15.58,767.0,5.18,609.0,27.78,648.0,GATSCHER Martina,https://www.fidal.it/atleta/GATSCHER-Martina/iaiRkpqlcWU%3D
525,2024.0,15.43,786.0,5.07,578.0,27.63,660.0,PALMACCIO Alessia,https://www.fidal.it/atleta/PALMACCIO-Alessia/f6iRmJimaWU%3D
526,2024.0,16.66,635.0,5.66,747.0,27.86,642.0,LOMBARDINI Sara,https://www.fidal.it/atleta/LOMBARDINI-Sara/eKAAARk5aia2Y%3D
527,2022.0,15.57,768.0,4.58,448.0,25.9,806.0,BENEVELLI Elena,https://www.fidal.it/atleta/BENEVELLI-Elena/erGRkpKjb2Q%3D
528,2022.0,15.53,773.0,5.03,567.0,27.36,682.0,GUANTINI Eva,https://www.fidal.it/atleta/GUANTINI-Eva/faiRlJmhbWc%3D
529,2022.0,14.96,847.0,5.0,559.0,28.19,616.0,APPIANI Matilda,https://www.fidal.it/atleta/APPIANI-Matilda/dq2RlpmhbGw%3D
530,2021.0,16.47,658.0,5.23,623.0,26.67,740.0,DAL SASSO Federica,https://www.fidal.it/atleta/DAL-SASSO-Federica/eK6RkpOnaGg%3D
531,2021.0,15.86,732.0,5.25,628.0,27.62,661.0,GAMBA Veronica,https://www.fidal.it/atleta/GAMBA-Veronica/dK6RlZukcGg%3D
532,2020.0,16.1,702.0,4.96,548.0,26.31,770.0,ESCALONA Angela,https://www.fidal.it/atleta/ESCALONA-Angela/daqRkpOkaWU%3D
533,2019.0,14.89,856.0,4.03,315.0,25.43,848.0,FATTORI Francesca,https://www.fidal.it/atleta/FATTORI-Francesca/dq2Rl5ifams%3D
534,2019.0,15.53,773.0,5.18,609.0,27.92,637.0,PIANIGIANI Gaia,https://www.fidal.it/atleta/PIANIGIANI-Gaia/faqRkpefams%3D
535,2019.0,15.77,743.0,4.89,530.0,26.59,746.0,RICCI Marina,https://www.fidal.it/atleta/RICCI-Marina/dKAAARk5mkamk%3D
536,2018.0,15.94,722.0,4.7,479.0,25.78,817.0,MEZZETTI Margherita,https://www.fidal.it/atleta/MEZZETTI-Margherita/eqiRlJehaGQ%3D
537,2018.0,15.56,769.0,5.19,612.0,27.92,637.0,JIANG Rebecca,https://www.fidal.it/atleta/JIANG-Rebecca/eqmRkpOia2o%3D
538,2017.0,15.4,790.0,4.64,464.0,26.39,763.0,CERVI Sofia,https://www.fidal.it/atleta/CERVI-Sofia/erGRkpaoaGo%3D
539,2016.0,17.34,559.0,5.8,789.0,27.54,668.0,GOTTARDO Lisa,https://www.fidal.it/atleta/GOTTARDO-Lisa/eKAAARkpSkb2g%3D
540,2016.0,15.62,762.0,5.4,671.0,28.62,583.0,CRISTANI Maria giovanna,https://www.fidal.it/atleta/CRISTANI-Maria-giovanna/eKAAARkpWnamM%3D
541,2015.0,16.17,694.0,4.98,554.0,26.35,767.0,BUSATTO Sara,https://www.fidal.it/atleta/BUSATTO-Sara/eKyRkpqnaGU%3D
542,2015.0,15.93,723.0,5.43,680.0,28.24,612.0,LADURNER Sara,https://www.fidal.it/atleta/LADURNER-Sara/iaiRkpeibWM%3D
543,2015.0,15.54,772.0,5.04,570.0,27.47,673.0,TRISCIUOGLIO Eugenia,https://www.fidal.it/atleta/TRISCIUOGLIO-Eugenia/dK6RlpekaGQ%3D
544,2013.0,15.91,725.0,5.29,640.0,27.78,648.0,ARMENTI Gloria,https://www.fidal.it/atleta/ARMENTI-Gloria/g6qRkpKmb2M%3D
545,2013.0,16.98,599.0,5.54,712.0,27.12,702.0,EKELLEM Carol,https://www.fidal.it/atleta/EKELLEM-Carol/drKRkpOobWo%3D
546,2012.0,15.44,784.0,4.76,495.0,26.75,733.0,MARIANI Sofia,https://www.fidal.it/atleta/MARIANI-Sofia/dq2RmZWlaGo%3D
547,2012.0,15.06,834.0,4.64,464.0,26.97,714.0,NASTASI Maria laura,https://www.fidal.it/atleta/NASTASI-Maria-laura/h62RkpOiamc%3D
548,2009.0,15.65,758.0,5.19,612.0,27.9,639.0,TOSCANO Marta,https://www.fidal.it/atleta/TOSCANO-Marta/daiUlpakcGs%3D
549,2008.0,15.81,738.0,5.08,581.0,27.28,689.0,ZILIO Sara,https://www.fidal.it/atleta/ZILIO-Sara/drKRkpOkcWg%3D
550,2007.0,14.66,887.0,4.69,477.0,27.84,643.0,DOSSI Alessia benedetta,https://www.fidal.it/atleta/DOSSI-Alessia-benedetta/dq2RlJKkaWQ%3D
551,2007.0,16.13,698.0,5.13,595.0,26.97,714.0,LUMACA Alessandra,https://www.fidal.it/atleta/LUMACA-Alessandra/faiSkpOkbGk%3D
552,2006.0,16.33,674.0,5.13,595.0,26.7,737.0,BALZANI Claudia,https://www.fidal.it/atleta/BALZANI-Claudia/eqiRlJWlcGg%3D
553,2005.0,15.81,738.0,5.24,626.0,27.87,641.0,GIULIVI Antonella,https://www.fidal.it/atleta/GIULIVI-Antonella/dKiRkpKobmU%3D
554,2003.0,15.21,814.0,4.83,514.0,27.45,675.0,ADAMO Costanza,https://www.fidal.it/atleta/ADAMO-Costanza/eqiRlZqnbGs%3D
555,2003.0,15.89,728.0,5.15,601.0,27.46,674.0,DI PAOLA Sofia,https://www.fidal.it/atleta/DI-PAOLA-Sofia/dqqRlpqmaGU%3D
556,2002.0,16.59,644.0,4.95,546.0,25.83,812.0,DENTI Marianna,https://www.fidal.it/atleta/DENTI-Marianna/dquRkpWkaWw%3D
557,2002.0,15.73,748.0,4.76,495.0,26.44,759.0,FATTORINI Guia,https://www.fidal.it/atleta/FATTORINI-Guia/eqmRkpmhaWw%3D
558,2001.0,16.07,706.0,5.33,651.0,27.83,644.0,CAFIERO Martina,https://www.fidal.it/atleta/CAFIERO-Martina/daiUlpOnbmM%3D
559,2001.0,15.81,738.0,5.13,595.0,27.53,668.0,POTENZA Federica,https://www.fidal.it/atleta/POTENZA-Federica/f6yRk5qlamc%3D
560,2000.0,15.62,762.0,4.6,454.0,26.15,784.0,CRIVELLO Giulia,https://www.fidal.it/atleta/CRIVELLO-Giulia/dK6RlZWjbmw%3D
561,1999.0,16.09,703.0,5.3,643.0,27.72,653.0,GHEZZI Giulia,https://www.fidal.it/atleta/GHEZZI-Giulia/drKRkpWfcWY%3D
562,1999.0,17.04,592.0,5.01,562.0,25.46,845.0,DE ROSA Maria elisabetta,https://www.fidal.it/atleta/DE-ROSA-Maria-elisabetta/gK2RkpSmb2s%3D
563,1998.0,16.69,632.0,5.48,694.0,27.48,672.0,ZANOLLI Alice,https://www.fidal.it/atleta/ZANOLLI-Alice/eKAAARkpOhb2c%3D
564,1998.0,16.45,660.0,5.1,587.0,26.54,751.0,CASAROTTI Beatrice,https://www.fidal.it/atleta/CASAROTTI-Beatrice/eKAAARk5SfaGc%3D
565,1997.0,16.0,714.0,5.22,620.0,27.6,663.0,NAPOLETANO Antonella,https://www.fidal.it/atleta/NAPOLETANO-Antonella/hKiSmZWnbWM%3D
566,1997.0,14.58,898.0,4.63,461.0,27.91,638.0,GRIO Chiara,https://www.fidal.it/atleta/GRIO-Chiara/eauRk5SmamM%3D
567,1996.0,15.02,839.0,4.57,446.0,27.01,711.0,NEGRI Sofia,https://www.fidal.it/atleta/NEGRI-Sofia/erGRkpajbWo%3D
568,1996.0,16.59,644.0,5.25,628.0,26.85,724.0,BOSCARO Linda,https://www.fidal.it/atleta/BOSCARO-Linda/eK2RkpWnaGo%3D
569,1995.0,15.46,782.0,4.95,546.0,27.55,667.0,DE LEO Gioia maria,https://www.fidal.it/atleta/DE-LEO-Gioia-maria/hKyRkpWnaGQ%3D
570,1993.0,16.36,671.0,5.43,680.0,27.86,642.0,FERRARI Giada,https://www.fidal.it/atleta/FERRARI-Giada/dqqRl5WlbGM%3D
571,1993.0,14.47,913.0,4.04,317.0,26.4,763.0,COLOMBANI Elisa,https://www.fidal.it/atleta/COLOMBANI-Elisa/dq2RlpWobGQ%3D
572,1992.0,16.23,686.0,5.14,598.0,27.04,708.0,SOLOMON Alexandra,https://www.fidal.it/atleta/SOLOMON-Alexandra/eKyRkpWnbWU%3D
573,1991.0,15.35,796.0,4.57,446.0,26.56,749.0,FARINU Ololade adesewa,https://www.fidal.it/atleta/FARINU-Ololade-adesewa/eqmRkpOmbmQ%3D
574,1991.0,14.3,936.0,3.85,274.0,26.18,781.0,COMINI Rossella,https://www.fidal.it/atleta/COMINI-Rossella/dqiSl5Snamc%3D
575,1990.0,15.77,743.0,4.87,524.0,26.87,723.0,CHELLI Eleonora,https://www.fidal.it/atleta/CHELLI-Eleonora/faiSkpega2g%3D
576,1989.0,15.66,756.0,4.47,421.0,25.83,812.0,CONTI Lucia,https://www.fidal.it/atleta/CONTI-Lucia/drKRk5Slamk%3D
577,1988.0,16.27,682.0,4.61,456.0,25.41,850.0,GARBERO Erica teresa,https://www.fidal.it/atleta/GARBERO-Erica-teresa/dKuRk5ajb2U%3D
578,1987.0,17.47,544.0,4.63,461.0,23.99,982.0,GIANNOTTI Federica,https://www.fidal.it/atleta/GIANNOTTI-Federica/eqiRlZqfbmY%3D
579,1987.0,15.91,725.0,5.06,576.0,27.31,686.0,REDAELLI Giulia,https://www.fidal.it/atleta/REDAELLI-Giulia/dq2Rk5ekcGQ%3D
580,1987.0,16.05,708.0,5.31,645.0,27.96,634.0,BIANCHI Sara,https://www.fidal.it/atleta/BIANCHI-Sara/dqqRl5Wia2c%3D
581,1982.0,15.33,799.0,4.96,548.0,27.95,635.0,GALANTE Linda,https://www.fidal.it/atleta/GALANTE-Linda/eKqRkpWjaWM%3D
582,1982.0,16.33,674.0,5.21,617.0,27.25,691.0,CAMILLI Carlotta,https://www.fidal.it/atleta/CAMILLI-Carlotta/eqiRlZaibWc%3D
583,1982.0,16.51,653.0,5.09,584.0,26.61,745.0,ONZA Martina,https://www.fidal.it/atleta/ONZA-Martina/gKiRlpKoaGg%3D
584,1981.0,16.02,712.0,5.23,623.0,27.81,646.0,PARAZZI Marta,https://www.fidal.it/atleta/PARAZZI-Marta/drKRk5egcGs%3D
585,1981.0,17.16,579.0,4.67,472.0,24.53,930.0,ROSATI Martina,https://www.fidal.it/atleta/ROSATI-Martina/daiRk5SjbWg%3D
586,1980.0,15.51,775.0,4.43,411.0,26.04,794.0,SALVADORI Elettra,https://www.fidal.it/atleta/SALVADORI-Elettra/faqRkpigamk%3D
587,1980.0,16.07,706.0,5.09,584.0,27.26,690.0,PALMA Zuleika,https://www.fidal.it/atleta/PALMA-Zuleika/drKRkpOnbGg%3D
588,1979.0,16.66,635.0,5.26,631.0,26.99,713.0,HANGANU Andreea roxana,https://www.fidal.it/atleta/HANGANU-Andreea-roxana/gKqRkpOfaGY%3D
589,1978.0,16.24,685.0,5.24,626.0,27.55,667.0,AMABILE Diana,https://www.fidal.it/atleta/AMABILE-Diana/fa2RkpSnbWk%3D
590,1975.0,15.93,723.0,5.09,584.0,27.53,668.0,VANUCCI Maite,https://www.fidal.it/atleta/VANUCCI-Maite/eqiRlpOob2Q%3D
591,1975.0,16.29,679.0,5.0,559.0,26.7,737.0,FERRARI Vittoria,https://www.fidal.it/atleta/FERRARI-Vittoria/eq2RkpSgaWw%3D
592,1973.0,18.5,438.0,5.94,831.0,27.1,704.0,KALMYKOVA Valentina,https://www.fidal.it/atleta/KALMYKOVA-Valentina/f6iRmJekaGg%3D
593,1972.0,16.3,678.0,5.21,617.0,27.42,677.0,BALTER Marika,https://www.fidal.it/atleta/BALTER-Marika/d6iRk5Kjb2Q%3D
594,1969.0,15.54,772.0,4.8,506.0,27.25,691.0,GIANNI Altea,https://www.fidal.it/atleta/GIANNI-Altea/fa2RkpKmb2g%3D
595,1968.0,16.14,697.0,5.15,601.0,27.51,670.0,CALVANELLI Silvia,https://www.fidal.it/atleta/CALVANELLI-Silvia/faiRkpamcWo%3D
596,1968.0,16.09,703.0,5.13,595.0,27.51,670.0,TONIUTTO Adele,https://www.fidal.it/atleta/TONIUTTO-Adele/eKyRkpmoamQ%3D
597,1968.0,17.25,569.0,5.54,712.0,27.3,687.0,RONZANI Martina,https://www.fidal.it/atleta/RONZANI-Martina/dKAAARk5qobWM%3D
598,1967.0,16.59,644.0,4.98,554.0,26.32,769.0,BRICCOLA Elena,https://www.fidal.it/atleta/BRICCOLA-Elena/dquRkpqlbGM%3D
599,1965.0,16.66,635.0,5.45,686.0,27.83,644.0,MAZZUCCHELLI Silvia,https://www.fidal.it/atleta/MAZZUCCHELLI-Silvia/dqmRl5encWg%3D
600,1965.0,16.24,685.0,4.42,408.0,25.16,872.0,RUCCO Rita agnese,https://www.fidal.it/atleta/RUCCO-Rita-agnese/hKyRkpahbms%3D
601,1965.0,15.54,772.0,4.73,487.0,27.07,706.0,PESARESI Irene,https://www.fidal.it/atleta/PESARESI-Irene/e6mRkpOmbGg%3D
602,1965.0,15.53,773.0,4.86,522.0,27.51,670.0,D'ANGIO' Anna,https://www.fidal.it/atleta/D-ANGIO-Anna/gKiRkpOlcGs%3D
603,1965.0,18.35,453.0,5.49,697.0,25.8,815.0,CALANDRI Camilla,https://www.fidal.it/atleta/CALANDRI-Camilla/eq2RkpOobGQ%3D
604,1963.0,16.42,664.0,5.47,691.0,28.29,608.0,LUCENTI Gaia,https://www.fidal.it/atleta/LUCENTI-Gaia/h6AAARkpKobWQ%3D
605,1961.0,14.58,898.0,3.76,254.0,25.87,809.0,GUASTALLI Francesca,https://www.fidal.it/atleta/GUASTALLI-Francesca/damRkpOnbWo%3D
606,1961.0,16.18,692.0,4.68,474.0,26.02,795.0,PERSIANI Anna,https://www.fidal.it/atleta/PERSIANI-Anna/e6iRk5amcGw%3D
607,1961.0,16.46,659.0,4.95,546.0,26.48,756.0,SELVA BONINO Ines,https://www.fidal.it/atleta/SELVA-BONINO-Ines/dKAAARlJSkcWM%3D
608,1960.0,15.55,770.0,5.09,584.0,28.32,606.0,MORETTO Marta,https://www.fidal.it/atleta/MORETTO-Marta/eK2RkpOfbWY%3D
609,1959.0,17.04,592.0,5.47,691.0,27.44,676.0,CAPPA Martina,https://www.fidal.it/atleta/CAPPA-Martina/f6qRkpahcGw%3D
610,1959.0,16.25,684.0,4.95,546.0,26.8,729.0,SCHENK Janina,https://www.fidal.it/atleta/SCHENK-Janina/iaiRkpejbmg%3D
611,1959.0,17.2,574.0,5.07,578.0,25.89,807.0,ROMANI Federica,https://www.fidal.it/atleta/ROMANI-Federica/gKiRlpWfaWM%3D
612,1958.0,16.49,655.0,5.32,648.0,27.7,655.0,IACOPINO Claudia,https://www.fidal.it/atleta/IACOPINO-Claudia/hqiRk5anbGk%3D
613,1958.0,15.52,774.0,4.71,482.0,27.12,702.0,NYARKO Princilla alice,https://www.fidal.it/atleta/NYARKO-Princilla-alice/dqyRlpqocWU%3D
614,1957.0,17.03,593.0,5.25,628.0,26.71,736.0,MARTINELLI Caterina stella,https://www.fidal.it/atleta/MARTINELLI-Caterina-stella/erGRkpWlbGs%3D
615,1957.0,17.41,551.0,5.35,657.0,26.56,749.0,TRONI Caterina,https://www.fidal.it/atleta/TRONI-Caterina/h7GRkpKocGU%3D
616,1957.0,16.14,697.0,5.37,663.0,28.44,597.0,DE PAOLI Camilla,https://www.fidal.it/atleta/DE-PAOLI-Camilla/eKmRlJifbGs%3D
617,1956.0,15.73,748.0,4.85,519.0,27.28,689.0,GILARDONI Valentina,https://www.fidal.it/atleta/GILARDONI-Valentina/dquRk5OjbGc%3D
618,1956.0,15.5,777.0,5.0,559.0,28.14,620.0,BRANDIMARTE Marina,https://www.fidal.it/atleta/BRANDIMARTE-Marina/gauRkpKfaGU%3D
619,1956.0,16.34,673.0,5.02,565.0,26.92,718.0,MUSCARELLA Cecilia,https://www.fidal.it/atleta/MUSCARELLA-Cecilia/dqAAARl5SncWk%3D
620,1954.0,17.28,565.0,5.28,637.0,26.52,752.0,PAGNUCCO Veronica,https://www.fidal.it/atleta/PAGNUCCO-Veronica/eaqRk5KobGg%3D
621,1954.0,15.15,822.0,4.51,431.0,27.13,701.0,DIMONI Ambra,https://www.fidal.it/atleta/DIMONI-Ambra/faiRm5igaGY%3D
622,1953.0,16.76,624.0,5.27,634.0,27.2,695.0,MARCOLIN Anna,https://www.fidal.it/atleta/MARCOLIN-Anna/eKyRkpqjcWo%3D
623,1953.0,16.45,660.0,5.14,598.0,27.2,695.0,ROSSI Cecilia,https://www.fidal.it/atleta/ROSSI-Cecilia/dq2RlZWnbWM%3D
624,1952.0,15.46,782.0,4.85,519.0,27.75,651.0,TOSCA Margherita,https://www.fidal.it/atleta/TOSCA-Margherita/eayRkpmha2s%3D
625,1952.0,16.11,701.0,5.16,603.0,27.78,648.0,NEBIOLO Bianca,https://www.fidal.it/atleta/NEBIOLO-Bianca/dK6RlJmjbmk%3D
626,1951.0,16.25,684.0,4.89,530.0,26.7,737.0,BRUNELLI Danyella grazielli,https://www.fidal.it/atleta/BRUNELLI-Danyella-grazielli/famRkpOjbGs%3D
627,1950.0,16.74,626.0,5.29,640.0,27.34,684.0,MASSIMELLO Chiara,https://www.fidal.it/atleta/MASSIMELLO-Chiara/dK6Rk5uibmo%3D
628,1949.0,16.72,628.0,5.15,601.0,26.9,720.0,MERLINI Susanna,https://www.fidal.it/atleta/MERLINI-Susanna/dquRkpKnbWo%3D
629,1949.0,15.8,739.0,4.5,428.0,26.17,782.0,GEROLIMETTO Giulia,https://www.fidal.it/atleta/GEROLIMETTO-Giulia/eK6RkpKhb2c%3D
630,1949.0,16.24,685.0,4.64,464.0,25.97,800.0,JONES Danita,https://www.fidal.it/atleta/JONES-Danita/eKAAARkpunbmU%3D
631,1947.0,16.3,678.0,5.06,576.0,27.23,693.0,NARDI Maria stella,https://www.fidal.it/atleta/NARDI-Maria-stella/faAAARkpKoa2Q%3D
632,1946.0,15.74,746.0,4.94,543.0,27.67,657.0,ZANZI Michela,https://www.fidal.it/atleta/ZANZI-Michela/dqiRlZWfbWY%3D
633,1945.0,16.92,606.0,5.2,614.0,26.84,725.0,CHIARI Letizia,https://www.fidal.it/atleta/CHIARI-Letizia/drKRkpOia2U%3D
634,1944.0,16.83,616.0,5.35,657.0,27.5,671.0,FILISETTI Giulia,https://www.fidal.it/atleta/FILISETTI-Giulia/dKAAARlJKhbGc%3D
635,1943.0,16.0,714.0,5.27,634.0,28.46,595.0,OLGIATI Laura,https://www.fidal.it/atleta/OLGIATI-Laura/dq2Rk5SnaGo%3D
636,1942.0,16.3,678.0,5.05,573.0,27.25,691.0,GILMOZZI Matilde,https://www.fidal.it/atleta/GILMOZZI-Matilde/d6iRk5qib2Y%3D
637,1939.0,16.25,684.0,5.04,570.0,27.33,685.0,BOERCHI Giulia,https://www.fidal.it/atleta/BOERCHI-Giulia/drKRkpegaGk%3D
638,1938.0,16.0,714.0,4.69,477.0,26.58,747.0,PIERI Emma,https://www.fidal.it/atleta/PIERI-Emma/eqmRkpSka2o%3D
639,1938.0,15.13,825.0,4.8,506.0,28.3,607.0,ROSSI Emanuela,https://www.fidal.it/atleta/ROSSI-Emanuela/daiUlpKkcWc%3D
640,1937.0,15.27,806.0,4.8,506.0,28.08,625.0,PRIVITERA Francesca,https://www.fidal.it/atleta/PRIVITERA-Francesca/h6uRkpKjaWY%3D
641,1936.0,16.45,660.0,5.42,677.0,28.41,599.0,FIORE Alice,https://www.fidal.it/atleta/FIORE-Alice/haqRkpOhbWc%3D
642,1936.0,16.44,661.0,5.0,559.0,26.95,716.0,RENZETTI Giuditta,https://www.fidal.it/atleta/RENZETTI-Giuditta/faiSkpmgamM%3D
643,1935.0,16.19,691.0,5.23,623.0,28.13,621.0,BONOLLO Martina,https://www.fidal.it/atleta/BONOLLO-Martina/eK6Rk5Okb2M%3D
644,1934.0,17.22,572.0,5.38,665.0,27.18,697.0,RIZZO Giorgia,https://www.fidal.it/atleta/RIZZO-Giorgia/eKyRkpmhamg%3D
645,1934.0,16.24,685.0,5.21,617.0,27.98,632.0,VALENTINI Elisa,https://www.fidal.it/atleta/VALENTINI-Elisa/eq2RkpWfaWU%3D
646,1933.0,16.07,706.0,5.05,573.0,27.71,654.0,CORRADO Alice,https://www.fidal.it/atleta/CORRADO-Alice/gK2RkpOiamw%3D
647,1932.0,16.81,618.0,4.78,500.0,25.81,814.0,MARGAGLIO Valentina,https://www.fidal.it/atleta/MARGAGLIO-Valentina/dK2Rk5qkbmM%3D
648,1930.0,16.97,600.0,5.34,654.0,27.44,676.0,CARNEVALI Greta,https://www.fidal.it/atleta/CARNEVALI-Greta/eqAAARkpSfbmM%3D
649,1930.0,16.11,701.0,4.92,538.0,27.25,691.0,PANZERI Greta,https://www.fidal.it/atleta/PANZERI-Greta/dquRk5WmaGs%3D
650,1929.0,14.94,850.0,4.45,416.0,27.6,663.0,FIORAVANTI Margherita,https://www.fidal.it/atleta/FIORAVANTI-Margherita/faqRkpalaGg%3D
651,1929.0,17.06,590.0,5.39,668.0,27.5,671.0,RENZI Sabina,https://www.fidal.it/atleta/RENZI-Sabina/f6yRkpWma2Y%3D
652,1927.0,15.62,762.0,4.53,436.0,26.79,729.0,FULLIN Lucia,https://www.fidal.it/atleta/FULLIN-Lucia/eayRk5SgcGs%3D
653,1927.0,16.47,658.0,5.23,623.0,27.81,646.0,TORTORA Carolina,https://www.fidal.it/atleta/TORTORA-Carolina/gK2RkpWfb2o%3D
654,1927.0,19.75,323.0,6.03,859.0,26.6,745.0,PINCELLI Federica,https://www.fidal.it/atleta/PINCELLI-Federica/eqiRlJmobmk%3D
655,1926.0,15.66,756.0,4.88,527.0,27.85,643.0,CONTINO Laura,https://www.fidal.it/atleta/CONTINO-Laura/gKyRkpugaGo%3D
656,1925.0,16.19,691.0,4.68,474.0,26.43,760.0,TODDE Alice,https://www.fidal.it/atleta/TODDE-Alice/iKmRk5Sna2g%3D
657,1923.0,18.18,470.0,5.74,771.0,27.36,682.0,DOVARCH Giulia,https://www.fidal.it/atleta/DOVARCH-Giulia/f6qRkpShcWw%3D
658,1923.0,15.89,728.0,4.83,514.0,27.38,681.0,PORRO Giulia maria,https://www.fidal.it/atleta/PORRO-Giulia-maria/drKRkpahb2g%3D
659,1922.0,14.3,936.0,4.26,369.0,28.18,617.0,ANDREINI Elisa,https://www.fidal.it/atleta/ANDREINI-Elisa/f6yRk5qocWc%3D
660,1922.0,17.35,558.0,5.45,686.0,27.41,678.0,BERTOZZI Rebecca,https://www.fidal.it/atleta/BERTOZZI-Rebecca/erGRkpWfbGs%3D
661,1921.0,15.97,718.0,5.04,570.0,27.97,633.0,PAU Anna,https://www.fidal.it/atleta/PAU-Anna/faiSkpmmbGY%3D
662,1920.0,15.77,743.0,5.03,567.0,28.26,610.0,CASSANDRO Camilla,https://www.fidal.it/atleta/CASSANDRO-Camilla/eKiRlZihaWQ%3D
663,1919.0,16.59,644.0,5.37,663.0,28.24,612.0,BASHA Elandra,https://www.fidal.it/atleta/BASHA-Elandra/eKiRlJejcGc%3D
664,1919.0,16.61,641.0,5.07,578.0,27.14,700.0,MILANI Giulia,https://www.fidal.it/atleta/MILANI-Giulia/dq2Rk5ekcGU%3D
665,1918.0,15.54,772.0,4.72,485.0,27.62,661.0,LYADOVA Daria,https://www.fidal.it/atleta/LYADOVA-Daria/fayRkpefbGo%3D
666,1918.0,16.22,688.0,4.72,485.0,26.6,745.0,FIORELLO Cristina,https://www.fidal.it/atleta/FIORELLO-Cristina/dq2Rkpiobmw%3D
667,1918.0,16.11,701.0,5.07,578.0,27.9,639.0,CAZZOLATO Alice,https://www.fidal.it/atleta/CAZZOLATO-Alice/eKyRkpaoaWU%3D
668,1916.0,15.97,718.0,5.28,637.0,28.91,561.0,CISBANI Elisa,https://www.fidal.it/atleta/CISBANI-Elisa/e6iRkpejcGQ%3D
669,1915.0,16.78,622.0,5.14,598.0,27.2,695.0,ALIBARDI Giorgia,https://www.fidal.it/atleta/ALIBARDI-Giorgia/eK2RkpalbWw%3D
670,1915.0,16.58,645.0,5.37,663.0,28.31,607.0,PADOVAN Anna,https://www.fidal.it/atleta/PADOVAN-Anna/eKmRlJOfbGg%3D
671,1915.0,16.09,703.0,5.1,587.0,28.08,625.0,TONTI Giulia,https://www.fidal.it/atleta/TONTI-Giulia/e6mRkpSfaWc%3D
672,1913.0,16.16,695.0,4.95,546.0,27.48,672.0,CERNIVANI Giulia,https://www.fidal.it/atleta/CERNIVANI-Giulia/eauRkpumaWk%3D
673,1913.0,15.46,782.0,5.21,617.0,29.55,514.0,CAPOTORTO Jenny,https://www.fidal.it/atleta/CAPOTORTO-Jenny/eamRkpekcGc%3D
674,1913.0,16.83,616.0,4.86,522.0,26.25,775.0,BASO Carlotta,https://www.fidal.it/atleta/BASO-Carlotta/eK2RkpaobWk%3D
